year,state,quarter,gennme,suppression,totalRX
2019,LA,4,Hydrochlorothiazide/Irbesartan,F,630
2019,LA,4,Hydrochlorothiazide/Irbesartan,T,0
2019,LA,4,Hydrochlorothiazide/Lisinopril,F,28296
2019,LA,4,Hydrochlorothiazide/Lisinopril,T,0
2019,LA,4,Hydrochlorothiazide/Losartan Potassium,F,9497
2019,LA,4,Hydrochlorothiazide/Losartan Potassium,T,0
2019,LA,4,Hydrochlorothiazide/Methyldopa,T,0
2019,LA,4,Hydrochlorothiazide/Metoprolol Tartrate,F,23
2019,LA,4,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,LA,4,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,LA,4,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,LA,4,Hydrochlorothiazide/Spironolactone,F,130
2019,LA,4,Hydrochlorothiazide/Spironolactone,T,0
2019,LA,4,Hydrochlorothiazide/Telmisartan,F,44
2019,LA,4,Hydrochlorothiazide/Telmisartan,T,0
2019,LA,4,Hydrochlorothiazide/Triamterene,F,4703
2019,LA,4,Hydrochlorothiazide/Triamterene,T,0
2019,LA,4,Hydrochlorothiazide/Valsartan,F,1617
2019,LA,4,Hydrochlorothiazide/Valsartan,T,0
2019,LA,4,Indapamide,F,297
2019,LA,4,Indapamide,T,0
2019,LA,4,Irbesartan,F,2480
2019,LA,4,Irbesartan,T,0
2019,LA,4,Isradipine,T,0
2019,LA,4,Labetalol Hydrochloride,F,4088
2019,LA,4,Labetalol Hydrochloride,T,0
2019,LA,4,Lisinopril,F,74774
2019,LA,4,Lisinopril,T,0
2019,LA,4,Losartan Potassium,F,42157
2019,LA,4,Losartan Potassium,T,0
2019,LA,4,Macitentan,F,64
2019,LA,4,Methyldopa,F,242
2019,LA,4,Methyldopa,T,0
2019,LA,4,Metolazone,F,821
2019,LA,4,Metolazone,T,0
2019,LA,4,Metoprolol Succinate,F,30005
2019,LA,4,Metoprolol Succinate,T,0
2019,LA,4,Metoprolol Tartrate,F,26205
2019,LA,4,Metoprolol Tartrate,T,0
2019,LA,4,Minoxidil,F,423
2019,LA,4,Minoxidil,T,0
2019,LA,4,Moexipril Hydrochloride,T,0
2019,LA,4,Nadolol,F,160
2019,LA,4,Nadolol,T,0
2019,LA,4,Nebivolol Hydrochloride,F,836
2019,LA,4,Nebivolol Hydrochloride,T,0
2019,LA,4,Nicardipine Hydrochloride,T,0
2019,LA,4,Nifedipine,F,11004
2019,LA,4,Nifedipine,T,0
2019,LA,4,Nimodipine,T,0
2019,LA,4,Nisoldipine,T,0
2019,LA,4,Pindolol,T,0
2019,LA,4,Prazosin Hydrochloride,F,6856
2019,LA,4,Prazosin Hydrochloride,T,0
2019,LA,4,Propranolol Hydrochloride,F,14132
2019,LA,4,Propranolol Hydrochloride,T,0
2019,LA,4,Quinapril Hydrochloride,F,356
2019,LA,4,Quinapril Hydrochloride,T,0
2019,LA,4,Ramipril,F,1241
2019,LA,4,Ramipril,T,0
2019,LA,4,Riociguat,F,31
2019,LA,4,Riociguat,T,0
2019,LA,4,Sacubitril/Valsartan,F,2736
2019,LA,4,Sacubitril/Valsartan,T,0
2019,LA,4,Sotalol Hydrochloride,F,673
2019,LA,4,Sotalol Hydrochloride,T,0
2019,LA,4,Spironolactone,F,13788
2019,LA,4,Spironolactone,T,0
2019,LA,4,Telmisartan,F,189
2019,LA,4,Telmisartan,T,0
2019,LA,4,Tolvaptan;Tolvaptan,F,38
2019,LA,4,Tolvaptan;Tolvaptan,T,0
2019,LA,4,Torsemide,F,1056
2019,LA,4,Torsemide,T,0
2019,LA,4,Trandolapril,T,0
2019,LA,4,Trandolapril/Verapamil Hydrochloride,T,0
2019,LA,4,Triamterene,T,0
2019,LA,4,Valsartan,F,2541
2019,LA,4,Valsartan,T,0
2019,LA,4,Verapamil Hydrochloride,F,2170
2019,LA,4,Verapamil Hydrochloride,T,0
2019,MA,1,Acebutolol Hydrochloride,T,0
2019,MA,1,Aliskiren,T,0
2019,MA,1,Ambrisentan,F,36
2019,MA,1,Ambrisentan,T,0
2019,MA,1,Amiloride Hydrochloride,F,198
2019,MA,1,Amiloride Hydrochloride,T,0
2019,MA,1,Amiloride Hydrochloride/Hydrochlorothiazide,F,42
2019,MA,1,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,1,Amlodipine Besylate,F,53606
2019,MA,1,Amlodipine Besylate,T,0
2019,MA,1,Amlodipine Besylate/Benazepril Hydrochloride,F,505
2019,MA,1,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,MA,1,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,MA,1,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,MA,1,Amlodipine Besylate/Telmisartan,T,0
2019,MA,1,Amlodipine Besylate/Valsartan,T,0
2019,MA,1,Atenolol,F,12389
2019,MA,1,Atenolol,T,0
2019,MA,1,Atenolol/Chlorthalidone,F,575
2019,MA,1,Atenolol/Chlorthalidone,T,0
2019,MA,1,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,MA,1,Benazepril Hydrochloride,F,395
2019,MA,1,Benazepril Hydrochloride,T,0
2019,MA,1,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,1,Betaxolol Hydrochloride,F,36
2019,MA,1,Betaxolol Hydrochloride,T,0
2019,MA,1,Bisoprolol Fumarate,F,713
2019,MA,1,Bisoprolol Fumarate,T,0
2019,MA,1,Bisoprolol Fumarate/Hydrochlorothiazide,F,309
2019,MA,1,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,MA,1,Bosentan,T,0
2019,MA,1,Bumetanide,F,598
2019,MA,1,Bumetanide,T,0
2019,MA,1,Candesartan Cilexetil,F,39
2019,MA,1,Candesartan Cilexetil,T,0
2019,MA,1,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,MA,1,Captopril,F,74
2019,MA,1,Captopril,T,0
2019,MA,1,Captopril/Hydrochlorothiazide,T,0
2019,MA,1,Carvedilol,F,6906
2019,MA,1,Carvedilol,T,0
2019,MA,1,Carvedilol Phosphate,T,0
2019,MA,1,Chlorothiazide,F,139
2019,MA,1,Chlorothiazide,T,0
2019,MA,1,Chlorthalidone,F,6172
2019,MA,1,Chlorthalidone,T,0
2019,MA,1,Clonidine Hydrochloride,F,50483
2019,MA,1,Clonidine Hydrochloride,T,0
2019,MA,1,Diltiazem Hydrochloride,F,4978
2019,MA,1,Diltiazem Hydrochloride,T,0
2019,MA,1,Doxazosin Mesylate,F,1664
2019,MA,1,Doxazosin Mesylate,T,0
2019,MA,1,Enalapril Maleate,F,3200
2019,MA,1,Enalapril Maleate,T,0
2019,MA,1,Enalapril Maleate/Hydrochlorothiazide,F,156
2019,MA,1,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,MA,1,Eplerenone,F,159
2019,MA,1,Eplerenone,T,0
2019,MA,1,Felodipine,F,323
2019,MA,1,Felodipine,T,0
2019,MA,1,Fosinopril Sodium,F,20
2019,MA,1,Fosinopril Sodium,T,0
2019,MA,1,Fosinopril Sodium/Hydrochlorothiazide,T,0
2019,MA,1,Furosemide,F,16750
2019,MA,1,Furosemide,T,0
2019,MA,1,Guanfacine Hydrochloride,F,16676
2019,MA,1,Guanfacine Hydrochloride,T,0
2019,MA,1,Hydralazine Hydrochloride,F,2111
2019,MA,1,Hydralazine Hydrochloride,T,0
2019,MA,1,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,MA,1,Hydrochlorothiazide,F,35263
2019,MA,1,Hydrochlorothiazide,T,0
2019,MA,1,Hydrochlorothiazide/Irbesartan,F,125
2019,MA,1,Hydrochlorothiazide/Irbesartan,T,0
2019,MA,1,Hydrochlorothiazide/Lisinopril,F,9610
2019,MA,1,Hydrochlorothiazide/Lisinopril,T,0
2019,MA,1,Hydrochlorothiazide/Losartan Potassium,F,3794
2019,MA,1,Hydrochlorothiazide/Losartan Potassium,T,0
2019,MA,1,Hydrochlorothiazide/Methyldopa,T,0
2019,MA,1,Hydrochlorothiazide/Metoprolol Tartrate,F,43
2019,MA,1,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,MA,1,Hydrochlorothiazide/Moexipril Hydrochloride,T,0
2019,MA,1,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,MA,1,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,MA,1,Hydrochlorothiazide/Spironolactone,F,289
2019,MA,1,Hydrochlorothiazide/Spironolactone,T,0
2019,MA,1,Hydrochlorothiazide/Telmisartan,T,0
2019,MA,1,Hydrochlorothiazide/Triamterene,F,2507
2019,MA,1,Hydrochlorothiazide/Triamterene,T,0
2019,MA,1,Hydrochlorothiazide/Valsartan,F,402
2019,MA,1,Hydrochlorothiazide/Valsartan,T,0
2019,MA,1,Indapamide,F,259
2019,MA,1,Indapamide,T,0
2019,MA,1,Irbesartan,F,1385
2019,MA,1,Irbesartan,T,0
2019,MA,1,Isradipine,T,0
2019,MA,1,Labetalol Hydrochloride,F,4648
2019,MA,1,Labetalol Hydrochloride,T,0
2019,MA,1,Lisinopril,F,84442
2019,MA,1,Lisinopril,T,0
2019,MA,1,Losartan Potassium,F,28478
2019,MA,1,Losartan Potassium,T,0
2019,MA,1,Macitentan,F,43
2019,MA,1,Methyldopa,F,12
2019,MA,1,Methyldopa,T,0
2019,MA,1,Metolazone,F,223
2019,MA,1,Metolazone,T,0
2019,MA,1,Metoprolol Succinate,F,37045
2019,MA,1,Metoprolol Succinate,T,0
2019,MA,1,Metoprolol Tartrate,F,13086
2019,MA,1,Metoprolol Tartrate,T,0
2019,MA,1,Minoxidil,F,102
2019,MA,1,Minoxidil,T,0
2019,MA,1,Moexipril Hydrochloride,F,17
2019,MA,1,Moexipril Hydrochloride,T,0
2019,MA,1,Nadolol,F,1434
2019,MA,1,Nadolol,T,0
2019,MA,1,Nebivolol Hydrochloride,F,124
2019,MA,1,Nebivolol Hydrochloride,T,0
2019,MA,1,Nicardipine Hydrochloride,T,0
2019,MA,1,Nifedipine,F,4664
2019,MA,1,Nifedipine,T,0
2019,MA,1,Nimodipine,T,0
2019,MA,1,Perindopril Erbumine,T,0
2019,MA,1,Pindolol,T,0
2019,MA,1,Prazosin Hydrochloride,F,15696
2019,MA,1,Prazosin Hydrochloride,T,0
2019,MA,1,Propranolol Hydrochloride,F,14038
2019,MA,1,Propranolol Hydrochloride,T,0
2019,MA,1,Quinapril Hydrochloride,F,324
2019,MA,1,Quinapril Hydrochloride,T,0
2019,MA,1,Ramipril,F,410
2019,MA,1,Ramipril,T,0
2019,MA,1,Riociguat,T,0
2019,MA,1,Sacubitril/Valsartan,F,744
2019,MA,1,Sacubitril/Valsartan,T,0
2019,MA,1,Sotalol Hydrochloride,F,452
2019,MA,1,Sotalol Hydrochloride,T,0
2019,MA,1,Spironolactone,F,11011
2019,MA,1,Spironolactone,T,0
2019,MA,1,Telmisartan,F,39
2019,MA,1,Telmisartan,T,0
2019,MA,1,Timolol Maleate,T,0
2019,MA,1,Tolvaptan;Tolvaptan,T,0
2019,MA,1,Torsemide,F,2135
2019,MA,1,Torsemide,T,0
2019,MA,1,Trandolapril,T,0
2019,MA,1,Trandolapril/Verapamil Hydrochloride,T,0
2019,MA,1,Triamterene,T,0
2019,MA,1,Valsartan,F,967
2019,MA,1,Valsartan,T,0
2019,MA,1,Verapamil Hydrochloride,F,3039
2019,MA,1,Verapamil Hydrochloride,T,0
2019,MA,2,Acebutolol Hydrochloride,F,40
2019,MA,2,Acebutolol Hydrochloride,T,0
2019,MA,2,Aliskiren,T,0
2019,MA,2,Ambrisentan,F,30
2019,MA,2,Ambrisentan,T,0
2019,MA,2,Amiloride Hydrochloride,F,239
2019,MA,2,Amiloride Hydrochloride,T,0
2019,MA,2,Amiloride Hydrochloride/Hydrochlorothiazide,F,58
2019,MA,2,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,2,Amlodipine Besylate,F,62677
2019,MA,2,Amlodipine Besylate,T,0
2019,MA,2,Amlodipine Besylate/Benazepril Hydrochloride,F,661
2019,MA,2,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,MA,2,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,T,0
2019,MA,2,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,MA,2,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,MA,2,Amlodipine Besylate/Telmisartan,T,0
2019,MA,2,Amlodipine Besylate/Valsartan,F,18
2019,MA,2,Amlodipine Besylate/Valsartan,T,0
2019,MA,2,Atenolol,F,13835
2019,MA,2,Atenolol,T,0
2019,MA,2,Atenolol/Chlorthalidone,F,674
2019,MA,2,Atenolol/Chlorthalidone,T,0
2019,MA,2,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,MA,2,Benazepril Hydrochloride,F,523
2019,MA,2,Benazepril Hydrochloride,T,0
2019,MA,2,Benazepril Hydrochloride/Hydrochlorothiazide,F,20
2019,MA,2,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,2,Betaxolol Hydrochloride,F,52
2019,MA,2,Betaxolol Hydrochloride,T,0
2019,MA,2,Bisoprolol Fumarate,F,830
2019,MA,2,Bisoprolol Fumarate,T,0
2019,MA,2,Bisoprolol Fumarate/Hydrochlorothiazide,F,365
2019,MA,2,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,MA,2,Bosentan,F,16
2019,MA,2,Bosentan,T,0
2019,MA,2,Bumetanide,F,730
2019,MA,2,Bumetanide,T,0
2019,MA,2,Candesartan Cilexetil,F,60
2019,MA,2,Candesartan Cilexetil,T,0
2019,MA,2,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,MA,2,Captopril,F,69
2019,MA,2,Captopril,T,0
2019,MA,2,Captopril/Hydrochlorothiazide,T,0
2019,MA,2,Carvedilol,F,8061
2019,MA,2,Carvedilol,T,0
2019,MA,2,Carvedilol Phosphate,F,20
2019,MA,2,Carvedilol Phosphate,T,0
2019,MA,2,Chlorothiazide,F,166
2019,MA,2,Chlorothiazide,T,0
2019,MA,2,Chlorthalidone,F,7138
2019,MA,2,Chlorthalidone,T,0
2019,MA,2,Clonidine Hydrochloride,F,58347
2019,MA,2,Clonidine Hydrochloride,T,0
2019,MA,2,Diltiazem Hydrochloride,F,5893
2019,MA,2,Diltiazem Hydrochloride,T,0
2019,MA,2,Doxazosin Mesylate,F,1950
2019,MA,2,Doxazosin Mesylate,T,0
2019,MA,2,Enalapril Maleate,F,3707
2019,MA,2,Enalapril Maleate,T,0
2019,MA,2,Enalapril Maleate/Hydrochlorothiazide,F,178
2019,MA,2,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,MA,2,Eplerenone,F,222
2019,MA,2,Eplerenone,T,0
2019,MA,2,Felodipine,F,406
2019,MA,2,Felodipine,T,0
2019,MA,2,Fosinopril Sodium,F,35
2019,MA,2,Fosinopril Sodium,T,0
2019,MA,2,Fosinopril Sodium/Hydrochlorothiazide,T,0
2019,MA,2,Furosemide,F,19569
2019,MA,2,Furosemide,T,0
2019,MA,2,Guanfacine Hydrochloride,F,21105
2019,MA,2,Guanfacine Hydrochloride,T,0
2019,MA,2,Hydralazine Hydrochloride,F,2624
2019,MA,2,Hydralazine Hydrochloride,T,0
2019,MA,2,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,MA,2,Hydrochlorothiazide,F,40589
2019,MA,2,Hydrochlorothiazide,T,0
2019,MA,2,Hydrochlorothiazide/Irbesartan,F,157
2019,MA,2,Hydrochlorothiazide/Irbesartan,T,0
2019,MA,2,Hydrochlorothiazide/Lisinopril,F,10947
2019,MA,2,Hydrochlorothiazide/Lisinopril,T,0
2019,MA,2,Hydrochlorothiazide/Losartan Potassium,F,4217
2019,MA,2,Hydrochlorothiazide/Losartan Potassium,T,0
2019,MA,2,Hydrochlorothiazide/Methyldopa,T,0
2019,MA,2,Hydrochlorothiazide/Metoprolol Succinate,T,0
2019,MA,2,Hydrochlorothiazide/Metoprolol Tartrate,F,81
2019,MA,2,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,MA,2,Hydrochlorothiazide/Moexipril Hydrochloride,T,0
2019,MA,2,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,MA,2,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,MA,2,Hydrochlorothiazide/Spironolactone,F,292
2019,MA,2,Hydrochlorothiazide/Spironolactone,T,0
2019,MA,2,Hydrochlorothiazide/Telmisartan,T,0
2019,MA,2,Hydrochlorothiazide/Triamterene,F,2821
2019,MA,2,Hydrochlorothiazide/Triamterene,T,0
2019,MA,2,Hydrochlorothiazide/Valsartan,F,590
2019,MA,2,Hydrochlorothiazide/Valsartan,T,0
2019,MA,2,Indapamide,F,377
2019,MA,2,Indapamide,T,0
2019,MA,2,Irbesartan,F,1486
2019,MA,2,Irbesartan,T,0
2019,MA,2,Isradipine,T,0
2019,MA,2,Labetalol Hydrochloride,F,5302
2019,MA,2,Labetalol Hydrochloride,T,0
2019,MA,2,Lisinopril,F,96605
2019,MA,2,Lisinopril,T,0
2019,MA,2,Losartan Potassium,F,32477
2019,MA,2,Losartan Potassium,T,0
2019,MA,2,Macitentan,F,28
2019,MA,2,Macitentan,T,0
2019,MA,2,Methyldopa,F,33
2019,MA,2,Methyldopa,T,0
2019,MA,2,Metolazone,F,281
2019,MA,2,Metolazone,T,0
2019,MA,2,Metoprolol Succinate,F,42869
2019,MA,2,Metoprolol Succinate,T,0
2019,MA,2,Metoprolol Tartrate,F,14541
2019,MA,2,Metoprolol Tartrate,T,0
2019,MA,2,Minoxidil,F,143
2019,MA,2,Minoxidil,T,0
2019,MA,2,Moexipril Hydrochloride,F,22
2019,MA,2,Moexipril Hydrochloride,T,0
2019,MA,2,Nadolol,F,1496
2019,MA,2,Nadolol,T,0
2019,MA,2,Nebivolol Hydrochloride,F,166
2019,MA,2,Nebivolol Hydrochloride,T,0
2019,MA,2,Nicardipine Hydrochloride,T,0
2019,MA,2,Nifedipine,F,5394
2019,MA,2,Nifedipine,T,0
2019,MA,2,Nimodipine,T,0
2019,MA,2,Nisoldipine,T,0
2019,MA,2,Perindopril Erbumine,T,0
2019,MA,2,Pindolol,F,16
2019,MA,2,Pindolol,T,0
2019,MA,2,Prazosin Hydrochloride,F,18661
2019,MA,2,Prazosin Hydrochloride,T,0
2019,MA,2,Propranolol Hydrochloride,F,16374
2019,MA,2,Propranolol Hydrochloride,T,0
2019,MA,2,Quinapril Hydrochloride,F,399
2019,MA,2,Quinapril Hydrochloride,T,0
2019,MA,2,Ramipril,F,528
2019,MA,2,Ramipril,T,0
2019,MA,2,Riociguat,T,0
2019,MA,2,Sacubitril/Valsartan,F,941
2019,MA,2,Sacubitril/Valsartan,T,0
2019,MA,2,Sotalol Hydrochloride,F,557
2019,MA,2,Sotalol Hydrochloride,T,0
2019,MA,2,Spironolactone,F,13010
2019,MA,2,Spironolactone,T,0
2019,MA,2,Telmisartan,F,77
2019,MA,2,Telmisartan,T,0
2019,MA,2,Timolol Maleate,T,0
2019,MA,2,Tolvaptan;Tolvaptan,T,0
2019,MA,2,Torsemide,F,2732
2019,MA,2,Torsemide,T,0
2019,MA,2,Trandolapril,T,0
2019,MA,2,Trandolapril/Verapamil Hydrochloride,T,0
2019,MA,2,Valsartan,F,1418
2019,MA,2,Valsartan,T,0
2019,MA,2,Verapamil Hydrochloride,F,3385
2019,MA,2,Verapamil Hydrochloride,T,0
2019,MA,3,Acebutolol Hydrochloride,F,44
2019,MA,3,Acebutolol Hydrochloride,T,0
2019,MA,3,Aliskiren,T,0
2019,MA,3,Ambrisentan,F,18
2019,MA,3,Ambrisentan,T,0
2019,MA,3,Amiloride Hydrochloride,F,206
2019,MA,3,Amiloride Hydrochloride,T,0
2019,MA,3,Amiloride Hydrochloride/Hydrochlorothiazide,F,16
2019,MA,3,Amiloride Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,3,Amlodipine Besylate,F,56424
2019,MA,3,Amlodipine Besylate,T,0
2019,MA,3,Amlodipine Besylate/Benazepril Hydrochloride,F,588
2019,MA,3,Amlodipine Besylate/Benazepril Hydrochloride,T,0
2019,MA,3,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,T,0
2019,MA,3,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,T,0
2019,MA,3,Amlodipine Besylate/Olmesartan Medoxomil,T,0
2019,MA,3,Amlodipine Besylate/Telmisartan,T,0
2019,MA,3,Amlodipine Besylate/Valsartan,F,24
2019,MA,3,Amlodipine Besylate/Valsartan,T,0
2019,MA,3,Atenolol,F,12151
2019,MA,3,Atenolol,T,0
2019,MA,3,Atenolol/Chlorthalidone,F,608
2019,MA,3,Atenolol/Chlorthalidone,T,0
2019,MA,3,Azilsartan Medoxomil/Chlorthalidone,T,0
2019,MA,3,Benazepril Hydrochloride,F,490
2019,MA,3,Benazepril Hydrochloride,T,0
2019,MA,3,Benazepril Hydrochloride/Hydrochlorothiazide,T,0
2019,MA,3,Betaxolol Hydrochloride,F,36
2019,MA,3,Betaxolol Hydrochloride,T,0
2019,MA,3,Bisoprolol Fumarate,F,648
2019,MA,3,Bisoprolol Fumarate,T,0
2019,MA,3,Bisoprolol Fumarate/Hydrochlorothiazide,F,318
2019,MA,3,Bisoprolol Fumarate/Hydrochlorothiazide,T,0
2019,MA,3,Bosentan,T,0
2019,MA,3,Bumetanide,F,604
2019,MA,3,Bumetanide,T,0
2019,MA,3,Candesartan Cilexetil,F,77
2019,MA,3,Candesartan Cilexetil,T,0
2019,MA,3,Candesartan Cilexetil/Hydrochlorothiazide,T,0
2019,MA,3,Captopril,F,14
2019,MA,3,Captopril,T,0
2019,MA,3,Captopril/Hydrochlorothiazide,T,0
2019,MA,3,Carvedilol,F,7180
2019,MA,3,Carvedilol,T,0
2019,MA,3,Carvedilol Phosphate,F,15
2019,MA,3,Carvedilol Phosphate,T,0
2019,MA,3,Chlorothiazide,F,118
2019,MA,3,Chlorothiazide,T,0
2019,MA,3,Chlorthalidone,F,6683
2019,MA,3,Chlorthalidone,T,0
2019,MA,3,Clonidine Hydrochloride,F,51698
2019,MA,3,Clonidine Hydrochloride,T,0
2019,MA,3,Diltiazem Hydrochloride,F,5138
2019,MA,3,Diltiazem Hydrochloride,T,0
2019,MA,3,Doxazosin Mesylate,F,1683
2019,MA,3,Doxazosin Mesylate,T,0
2019,MA,3,Enalapril Maleate,F,3126
2019,MA,3,Enalapril Maleate,T,0
2019,MA,3,Enalapril Maleate/Hydrochlorothiazide,F,121
2019,MA,3,Enalapril Maleate/Hydrochlorothiazide,T,0
2019,MA,3,Eplerenone,F,237
2019,MA,3,Eplerenone,T,0
2019,MA,3,Felodipine,F,347
2019,MA,3,Felodipine,T,0
2019,MA,3,Fosinopril Sodium,F,35
2019,MA,3,Fosinopril Sodium,T,0
2019,MA,3,Fosinopril Sodium/Hydrochlorothiazide,T,0
2019,MA,3,Furosemide,F,17642
2019,MA,3,Furosemide,T,0
2019,MA,3,Guanfacine Hydrochloride,F,18772
2019,MA,3,Guanfacine Hydrochloride,T,0
2019,MA,3,Hydralazine Hydrochloride,F,2222
2019,MA,3,Hydralazine Hydrochloride,T,0
2019,MA,3,Hydralazine Hydrochloride/Isosorbide Dinitrate,T,0
2019,MA,3,Hydrochlorothiazide,F,36245
2019,MA,3,Hydrochlorothiazide,T,0
2019,MA,3,Hydrochlorothiazide/Irbesartan,F,144
2019,MA,3,Hydrochlorothiazide/Irbesartan,T,0
2019,MA,3,Hydrochlorothiazide/Lisinopril,F,9547
2019,MA,3,Hydrochlorothiazide/Lisinopril,T,0
2019,MA,3,Hydrochlorothiazide/Losartan Potassium,F,3419
2019,MA,3,Hydrochlorothiazide/Losartan Potassium,T,0
2019,MA,3,Hydrochlorothiazide/Methyldopa,T,0
2019,MA,3,Hydrochlorothiazide/Metoprolol Tartrate,F,94
2019,MA,3,Hydrochlorothiazide/Metoprolol Tartrate,T,0
2019,MA,3,Hydrochlorothiazide/Moexipril Hydrochloride,T,0
2019,MA,3,Hydrochlorothiazide/Propranolol Hydrochloride,T,0
2019,MA,3,Hydrochlorothiazide/Quinapril Hydrochloride,T,0
2019,MA,3,Hydrochlorothiazide/Spironolactone,F,240
2019,MA,3,Hydrochlorothiazide/Spironolactone,T,0
2019,MA,3,Hydrochlorothiazide/Telmisartan,T,0
2019,MA,3,Hydrochlorothiazide/Triamterene,F,2412
2019,MA,3,Hydrochlorothiazide/Triamterene,T,0
2019,MA,3,Hydrochlorothiazide/Valsartan,F,501
2019,MA,3,Hydrochlorothiazide/Valsartan,T,0
2019,MA,3,Indapamide,F,331
2019,MA,3,Indapamide,T,0
2019,MA,3,Irbesartan,F,988
2019,MA,3,Irbesartan,T,0
2019,MA,3,Isradipine,T,0
2019,MA,3,Labetalol Hydrochloride,F,4684
2019,MA,3,Labetalol Hydrochloride,T,0
2019,MA,3,Lisinopril,F,86230
2019,MA,3,Lisinopril,T,0
2019,MA,3,Losartan Potassium,F,29840
2019,MA,3,Losartan Potassium,T,0
2019,MA,3,Macitentan,F,41
2019,MA,3,Methyldopa,T,0
2019,MA,3,Metolazone,F,243
2019,MA,3,Metolazone,T,0
2019,MA,3,Metoprolol Succinate,F,38426
2019,MA,3,Metoprolol Succinate,T,0
2019,MA,3,Metoprolol Tartrate,F,12784
2019,MA,3,Metoprolol Tartrate,T,0
2019,MA,3,Minoxidil,F,130
2019,MA,3,Minoxidil,T,0
2019,MA,3,Moexipril Hydrochloride,F,21
2019,MA,3,Moexipril Hydrochloride,T,0
2019,MA,3,Nadolol,F,1345
2019,MA,3,Nadolol,T,0
2019,MA,3,Nebivolol Hydrochloride,F,85
2019,MA,3,Nebivolol Hydrochloride,T,0
2019,MA,3,Nicardipine Hydrochloride,T,0
2019,MA,3,Nifedipine,F,4740
2019,MA,3,Nifedipine,T,0
2019,MA,3,Nimodipine,T,0
2019,MA,3,Perindopril Erbumine,F,15
2019,MA,3,Perindopril Erbumine,T,0
2019,MA,3,Pindolol,T,0
2019,MA,3,Prazosin Hydrochloride,F,16773
2019,MA,3,Prazosin Hydrochloride,T,0
2019,MA,3,Propranolol Hydrochloride,F,14734
2019,MA,3,Propranolol Hydrochloride,T,0
2019,MA,3,Quinapril Hydrochloride,F,355
2019,MA,3,Quinapril Hydrochloride,T,0
2019,MA,3,Ramipril,F,420
2019,MA,3,Ramipril,T,0
2019,MA,3,Riociguat,T,0
2019,MA,3,Sacubitril/Valsartan,F,890
2019,MA,3,Sacubitril/Valsartan,T,0
2019,MA,3,Sotalol Hydrochloride,F,509
2019,MA,3,Sotalol Hydrochloride,T,0
2019,MA,3,Spironolactone,F,11787
2019,MA,3,Spironolactone,T,0
2019,MA,3,Telmisartan,F,69
2019,MA,3,Telmisartan,T,0
2019,MA,3,Timolol Maleate,T,0
2019,MA,3,Tolvaptan,T,0
2019,MA,3,Torsemide,F,2554
2019,MA,3,Torsemide,T,0
2019,MA,3,Trandolapril,T,0
2019,MA,3,Trandolapril/Verapamil Hydrochloride,T,0
2019,MA,3,Triamterene,T,0
2019,MA,3,Valsartan,F,1540
2019,MA,3,Valsartan,T,0
2019,MA,3,Verapamil Hydrochloride,F,3067
2019,MA,3,Verapamil Hydrochloride,T,0
2019,MA,4,Acebutolol Hydrochloride,F,39
2019,MA,4,Acebutolol Hydrochloride,T,0
2019,MA,4,Aliskiren,T,0
2019,MA,4,Ambrisentan,T,0
2019,MA,4,Amiloride Hydrochloride,F,220
2019,MA,4,Amiloride Hydrochloride,T,0
2019,MA,4,Amiloride Hydrochloride/Hydrochlorothiazide,F,25
