year,state,quarter,gennme,prodnme,suppression,totalRX
2019,NH,3,Furosemide,LASIX,T,0
2019,NH,3,Furosemide,PREMIERPRO RX FUROSEMIDE,F,25
2019,NH,3,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,NH,3,Guanfacine Hydrochloride,GUANFACINE HCL,F,4804
2019,NH,3,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,NH,3,Guanfacine Hydrochloride,INTUNIV,F,36
2019,NH,3,Guanfacine Hydrochloride,INTUNIV,T,0
2019,NH,3,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,127
2019,NH,3,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,NH,3,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,2081
2019,NH,3,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,560
2019,NH,3,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,91
2019,NH,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Spironolactone,ALDACTAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,70
2019,NH,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,25
2019,NH,3,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,3,Indapamide,INDAPAMIDE,T,0
2019,NH,3,Irbesartan,IRBESARTAN,T,0
2019,NH,3,Labetalol Hydrochloride,LABETALOL HCL,F,151
2019,NH,3,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,NH,3,Lisinopril,LISINOPRIL,F,6043
2019,NH,3,Lisinopril,LISINOPRIL,T,0
2019,NH,3,Losartan Potassium,COZAAR,T,0
2019,NH,3,Losartan Potassium,LOSARTAN POTASSIUM,F,1612
2019,NH,3,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,NH,3,Losartan Potassium,LOSARTAN POTASSIUM AVPAK,T,0
2019,NH,3,Macitentan,OPSUMIT,T,0
2019,NH,3,Methyldopa,METHYLDOPA,T,0
2019,NH,3,Metolazone,METOLAZONE,F,14
2019,NH,3,Metolazone,METOLAZONE,T,0
2019,NH,3,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,NH,3,Metoprolol Succinate,METOPROLOL SUCCINATE,F,1844
2019,NH,3,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,NH,3,Metoprolol Succinate,TOPROL XL,T,0
2019,NH,3,Metoprolol Tartrate,METOPROLOL TARTRATE,F,2177
2019,NH,3,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,NH,3,Minoxidil,MINOXIDIL,T,0
2019,NH,3,Nadolol,NADOLOL,F,101
2019,NH,3,Nadolol,NADOLOL,T,0
2019,NH,3,Nebivolol Hydrochloride,BYSTOLIC,F,16
2019,NH,3,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,NH,3,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,NH,3,Nifedipine,NIFEDIPINE,F,57
2019,NH,3,Nifedipine,NIFEDIPINE,T,0
2019,NH,3,Nimodipine,NIMODIPINE,T,0
2019,NH,3,Pindolol,PINDOLOL,T,0
2019,NH,3,Prazosin Hydrochloride,PRAZOSIN HCL,F,1984
2019,NH,3,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,NH,3,Propranolol Hydrochloride,HEMANGEOL,F,12
2019,NH,3,Propranolol Hydrochloride,INDERAL LA,T,0
2019,NH,3,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1683
2019,NH,3,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,NH,3,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,NH,3,Ramipril,RAMIPRIL,F,29
2019,NH,3,Ramipril,RAMIPRIL,T,0
2019,NH,3,Riociguat,ADEMPAS,T,0
2019,NH,3,Sacubitril/Valsartan,ENTRESTO,F,27
2019,NH,3,Sacubitril/Valsartan,ENTRESTO,T,0
2019,NH,3,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,NH,3,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,NH,3,Spironolactone,CAROSPIR,T,0
2019,NH,3,Spironolactone,SPIRONOLACTONE,F,1143
2019,NH,3,Spironolactone,SPIRONOLACTONE,T,0
2019,NH,3,Telmisartan,TELMISARTAN,T,0
2019,NH,3,Torsemide,TORSEMIDE,F,164
2019,NH,3,Torsemide,TORSEMIDE,T,0
2019,NH,3,Valsartan,DIOVAN,T,0
2019,NH,3,Valsartan,VALSARTAN,F,69
2019,NH,3,Valsartan,VALSARTAN,T,0
2019,NH,3,Verapamil Hydrochloride,VERAPAMIL HCL,F,172
2019,NH,3,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,NH,4,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,NH,4,Ambrisentan,AMBRISENTAN,T,0
2019,NH,4,Ambrisentan,LETAIRIS,T,0
2019,NH,4,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,NH,4,Amlodipine,KATERZIA,T,0
2019,NH,4,Amlodipine Besylate,AMLODIPINE BESYLATE,F,2583
2019,NH,4,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,NH,4,Amlodipine Besylate,AMLODIPINE BESYLATE AVPAK,T,0
2019,NH,4,Amlodipine Besylate,NORVASC,T,0
2019,NH,4,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,NH,4,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,NH,4,Amlodipine Besylate/Telmisartan,TELMISARTAN-AMLODIPINE BESYLATE,T,0
2019,NH,4,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,NH,4,Atenolol,ATENOLOL,F,738
2019,NH,4,Atenolol,ATENOLOL,T,0
2019,NH,4,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,15
2019,NH,4,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,NH,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,28
2019,NH,4,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,NH,4,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Betaxolol Hydrochloride,BETAXOLOL,T,0
2019,NH,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,36
2019,NH,4,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,NH,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,12
2019,NH,4,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Bumetanide,BUMETANIDE,T,0
2019,NH,4,Candesartan Cilexetil,CANDESARTAN CILEXETIL,F,29
2019,NH,4,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,NH,4,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Captopril,CAPTOPRIL,T,0
2019,NH,4,Carvedilol,CARVEDILOL,F,615
2019,NH,4,Carvedilol,CARVEDILOL,T,0
2019,NH,4,Carvedilol,COREG,T,0
2019,NH,4,Carvedilol Phosphate,CARVEDILOL,T,0
2019,NH,4,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,NH,4,Chlorothiazide,DIURIL,T,0
2019,NH,4,Chlorthalidone,CHLORTHALIDONE,F,232
2019,NH,4,Chlorthalidone,CHLORTHALIDONE,T,0
2019,NH,4,Clonidine Hydrochloride,CLONIDINE HCL,F,5780
2019,NH,4,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,NH,4,Clonidine Hydrochloride,DURACLON,T,0
2019,NH,4,Diltiazem Hydrochloride,CARDIZEM LA,T,0
2019,NH,4,Diltiazem Hydrochloride,CARTIA XT,F,82
2019,NH,4,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,NH,4,Diltiazem Hydrochloride,DILT-XR,F,52
2019,NH,4,Diltiazem Hydrochloride,DILT-XR,T,0
2019,NH,4,Diltiazem Hydrochloride,DILTIAZEM,T,0
2019,NH,4,Diltiazem Hydrochloride,DILTIAZEM HCL,F,90
2019,NH,4,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,NH,4,Diltiazem Hydrochloride,DILTIAZEM HCL CD,T,0
2019,NH,4,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,NH,4,Doxazosin Mesylate,CARDURA XL,T,0
2019,NH,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,68
2019,NH,4,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,NH,4,Enalapril Maleate,ENALAPRIL MALEATE,F,49
2019,NH,4,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,NH,4,Enalapril Maleate,EPANED,T,0
2019,NH,4,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,NH,4,Eplerenone,EPLERENONE,T,0
2019,NH,4,Felodipine,FELODIPINE,T,0
2019,NH,4,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,NH,4,Furosemide,FUROSEMIDE,F,1570
2019,NH,4,Furosemide,FUROSEMIDE,T,0
2019,NH,4,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,NH,4,Furosemide,LASIX,T,0
2019,NH,4,Furosemide,PREMIERPRO RX FUROSEMIDE,F,24
2019,NH,4,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,NH,4,Guanfacine Hydrochloride,GUANFACINE HCL,F,4270
2019,NH,4,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,NH,4,Guanfacine Hydrochloride,INTUNIV,F,31
2019,NH,4,Guanfacine Hydrochloride,INTUNIV,T,0
2019,NH,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,57
2019,NH,4,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,NH,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,1685
2019,NH,4,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,420
2019,NH,4,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,53
2019,NH,4,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,32
2019,NH,4,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NH,4,Indapamide,INDAPAMIDE,T,0
2019,NH,4,Irbesartan,IRBESARTAN,T,0
2019,NH,4,Labetalol Hydrochloride,LABETALOL HCL,F,135
2019,NH,4,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,NH,4,Lisinopril,LISINOPRIL,F,5156
2019,NH,4,Lisinopril,LISINOPRIL,T,0
2019,NH,4,Losartan Potassium,COZAAR,T,0
2019,NH,4,Losartan Potassium,LOSARTAN POTASSIUM,F,1406
2019,NH,4,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,NH,4,Losartan Potassium,LOSARTAN POTASSIUM AVPAK,T,0
2019,NH,4,Macitentan,OPSUMIT,T,0
2019,NH,4,Methyldopa,METHYLDOPA,T,0
2019,NH,4,Metolazone,METOLAZONE,F,18
2019,NH,4,Metolazone,METOLAZONE,T,0
2019,NH,4,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,NH,4,Metoprolol Succinate,METOPROLOL SUCCINATE,F,1539
2019,NH,4,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,NH,4,Metoprolol Succinate,TOPROL XL,T,0
2019,NH,4,Metoprolol Tartrate,METOPROLOL TARTRATE,F,1717
2019,NH,4,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,NH,4,Minoxidil,MINOXIDIL,T,0
2019,NH,4,Nadolol,NADOLOL,F,81
2019,NH,4,Nadolol,NADOLOL,T,0
2019,NH,4,Nebivolol Hydrochloride,BYSTOLIC,F,12
2019,NH,4,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,NH,4,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,NH,4,Nifedipine,NIFEDIPINE,F,51
2019,NH,4,Nifedipine,NIFEDIPINE,T,0
2019,NH,4,Pindolol,PINDOLOL,T,0
2019,NH,4,Prazosin Hydrochloride,PRAZOSIN HCL,F,1795
2019,NH,4,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,NH,4,Propranolol Hydrochloride,HEMANGEOL,T,0
2019,NH,4,Propranolol Hydrochloride,INDERAL LA,T,0
2019,NH,4,Propranolol Hydrochloride,PROPRANOLOL HCL,F,1561
2019,NH,4,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,NH,4,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,NH,4,Ramipril,RAMIPRIL,T,0
2019,NH,4,Riociguat,ADEMPAS,T,0
2019,NH,4,Sacubitril/Valsartan,ENTRESTO,F,27
2019,NH,4,Sacubitril/Valsartan,ENTRESTO,T,0
2019,NH,4,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,NH,4,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,NH,4,Spironolactone,CAROSPIR,T,0
2019,NH,4,Spironolactone,SPIRONOLACTONE,F,1075
2019,NH,4,Spironolactone,SPIRONOLACTONE,T,0
2019,NH,4,Telmisartan,TELMISARTAN,T,0
2019,NH,4,Torsemide,TORSEMIDE,F,148
2019,NH,4,Torsemide,TORSEMIDE,T,0
2019,NH,4,Triamterene,TRIAMTERENE,T,0
2019,NH,4,Valsartan,DIOVAN,T,0
2019,NH,4,Valsartan,VALSARTAN,F,87
2019,NH,4,Valsartan,VALSARTAN,T,0
2019,NH,4,Verapamil Hydrochloride,VERAPAMIL HCL,F,153
2019,NH,4,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,NJ,1,Acebutolol Hydrochloride,ACEBUTOLOL HCL,F,12
2019,NJ,1,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,NJ,1,Aliskiren,TEKTURNA,T,0
2019,NJ,1,Aliskiren/Hydrochlorothiazide,TEKTURNA HCT,T,0
2019,NJ,1,Ambrisentan,LETAIRIS,F,80
2019,NJ,1,Ambrisentan,LETAIRIS,T,0
2019,NJ,1,Amiloride Hydrochloride,AMILORIDE HCL,F,125
2019,NJ,1,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,NJ,1,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,F,44
2019,NJ,1,Amlodipine Besylate,AMLODIPINE BESYLATE,F,80483
2019,NJ,1,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,NJ,1,Amlodipine Besylate,AMLODIPINE BESYLATE AVPAK,T,0
2019,NJ,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,2714
2019,NJ,1,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,NJ,1,Amlodipine Besylate/Benazepril Hydrochloride,LOTREL,T,0
2019,NJ,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,NJ,1,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,TRIBENZOR,T,0
2019,NJ,1,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,NJ,1,Amlodipine Besylate/Olmesartan Medoxomil,AZOR,T,0
2019,NJ,1,Amlodipine Besylate/Telmisartan,TELMISARTAN-AMLODIPINE BESYLATE,T,0
2019,NJ,1,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,NJ,1,Amlodipine Besylate/Valsartan,EXFORGE,T,0
2019,NJ,1,Atenolol,ATENOLOL,F,7693
2019,NJ,1,Atenolol,ATENOLOL,T,0
2019,NJ,1,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,1133
2019,NJ,1,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,NJ,1,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,F,78
2019,NJ,1,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,NJ,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,2130
2019,NJ,1,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,NJ,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,F,348
2019,NJ,1,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Betaxolol Hydrochloride,BETAXOLOL,F,28
2019,NJ,1,Betaxolol Hydrochloride,BETAXOLOL,T,0
2019,NJ,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,1350
2019,NJ,1,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,NJ,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,1014
2019,NJ,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL/HCTZ,F,23
2019,NJ,1,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL/HCTZ,T,0
2019,NJ,1,Bosentan,TRACLEER,F,18
2019,NJ,1,Bosentan,TRACLEER,T,0
2019,NJ,1,Bumetanide,BUMETANIDE,F,839
2019,NJ,1,Bumetanide,BUMETANIDE,T,0
2019,NJ,1,Candesartan Cilexetil,ATACAND,T,0
2019,NJ,1,Candesartan Cilexetil,CANDESARTAN CILEXETIL,F,108
2019,NJ,1,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,NJ,1,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,F,42
2019,NJ,1,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Captopril,CAPTOPRIL,F,109
2019,NJ,1,Captopril,CAPTOPRIL,T,0
2019,NJ,1,Captopril/Hydrochlorothiazide,CAPTOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Carvedilol,CARVEDILOL,F,17318
2019,NJ,1,Carvedilol,CARVEDILOL,T,0
2019,NJ,1,Carvedilol Phosphate,CARVEDILOL,T,0
2019,NJ,1,Carvedilol Phosphate,COREG CR,T,0
2019,NJ,1,Chlorothiazide,CHLOROTHIAZIDE,F,39
2019,NJ,1,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,NJ,1,Chlorothiazide,DIURIL,F,191
2019,NJ,1,Chlorothiazide,DIURIL,T,0
2019,NJ,1,Chlorthalidone,CHLORTHALIDONE,F,4515
2019,NJ,1,Chlorthalidone,CHLORTHALIDONE,T,0
2019,NJ,1,Clonidine Hydrochloride,CATAPRES,T,0
2019,NJ,1,Clonidine Hydrochloride,CLONIDINE HCL,F,24479
2019,NJ,1,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,NJ,1,Diltiazem Hydrochloride,CARDIZEM LA,T,0
2019,NJ,1,Diltiazem Hydrochloride,CARTIA XT,F,1047
2019,NJ,1,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,NJ,1,Diltiazem Hydrochloride,DILT-XR,F,274
2019,NJ,1,Diltiazem Hydrochloride,DILT-XR,T,0
2019,NJ,1,Diltiazem Hydrochloride,DILTIAZEM,T,0
2019,NJ,1,Diltiazem Hydrochloride,DILTIAZEM HCL,F,4548
2019,NJ,1,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,NJ,1,Diltiazem Hydrochloride,DILTIAZEM HCL CD,F,61
2019,NJ,1,Diltiazem Hydrochloride,DILTIAZEM HCL CD,T,0
2019,NJ,1,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,NJ,1,Diltiazem Hydrochloride,TAZTIA XT,T,0
2019,NJ,1,Doxazosin Mesylate,CARDURA XL,T,0
2019,NJ,1,Doxazosin Mesylate,DOXAZOSIN,F,37
2019,NJ,1,Doxazosin Mesylate,DOXAZOSIN,T,0
2019,NJ,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,1600
2019,NJ,1,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,NJ,1,Enalapril Maleate,ENALAPRIL MALEATE,F,15390
2019,NJ,1,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,NJ,1,Enalapril Maleate,EPANED,F,165
2019,NJ,1,Enalapril Maleate,EPANED,T,0
2019,NJ,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL MALEATE-HYDROCHLOROTHIAZIDE,F,25
2019,NJ,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL MALEATE-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,F,1622
2019,NJ,1,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,NJ,1,Eplerenone,EPLERENONE,F,151
2019,NJ,1,Eplerenone,EPLERENONE,T,0
2019,NJ,1,Felodipine,FELODIPINE,F,90
2019,NJ,1,Felodipine,FELODIPINE,T,0
2019,NJ,1,Fosinopril Sodium,FOSINOPRIL SODIUM,F,225
2019,NJ,1,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,NJ,1,Fosinopril Sodium/Hydrochlorothiazide,FOSINOPRIL SODIUM-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Furosemide,FUROSEMIDE,F,20642
2019,NJ,1,Furosemide,FUROSEMIDE,T,0
2019,NJ,1,Furosemide,FUROSEMIDE NOVAPLUS,F,44
2019,NJ,1,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,NJ,1,Furosemide,LASIX,T,0
2019,NJ,1,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,NJ,1,Guanfacine Hydrochloride,GUANFACINE HCL,F,10428
2019,NJ,1,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,NJ,1,Guanfacine Hydrochloride,INTUNIV,F,83
2019,NJ,1,Guanfacine Hydrochloride,INTUNIV,T,0
2019,NJ,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,7165
2019,NJ,1,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,NJ,1,Hydralazine Hydrochloride/Isosorbide Dinitrate,BIDIL,F,304
2019,NJ,1,Hydralazine Hydrochloride/Isosorbide Dinitrate,BIDIL,T,0
2019,NJ,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,32413
2019,NJ,1,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,F,1114
2019,NJ,1,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,14877
2019,NJ,1,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,20224
2019,NJ,1,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,F,127
2019,NJ,1,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Moexipril Hydrochloride,MOEXIPRIL HCL-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Propranolol Hydrochloride,PROPRANOLOL/HCTZ,T,0
2019,NJ,1,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,F,38
2019,NJ,1,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,227
2019,NJ,1,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,NJ,1,Hydrochlorothiazide/Telmisartan,MICARDIS HCT,T,0
2019,NJ,1,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
